filename	word_count
2428	201546
2429	222042
2430	183135
2431	135706
2432	73935
2433	231032
2434	230261
2435	45002
2436	371514
2437	362970
2438	320064
2439	312132
2440	358461
2441	193655
2442	348349
2443	499081
2444	496979
2445	376030
2446	289028
2447	331993
2448	574736
2449	307863
2450	163479
2451	268370
2452	66670
2453	185530
2454	179225
2455	205448
2456	239025
2457	221950
2458	105642
2459	99049
2460	108982
2461	65694
2462	243479
2463	150584
2464	372161
2465	325012
2466	382458
2467	260058
2468	314701
2469	427038
2470	346461
2471	297525
2472	344203
2473	274137
2474	300987
2475	234702
2476	315145
2477	245420
2478	272787
2479	53635
2480	228576
2481	163306
2482	157446
2483	268633
2484	105416
2485	187539
2486	208942
2487	98273
2488	71266
2489	143683
2490	85159
2491	327135
2492	193754
2493	192207
2494	77357
2495	150457
2496	138916
2497	273242
2498	46484
2499	418255
2500	310802
2501	286128
2502	283479
2503	253157
2504	465659
2505	367306
2506	404823
2507	346082
2508	293710
2509	364398
2510	354899
2511	333363
2512	292316
2513	157493
2514	291430
2515	153957
2516	79884
2517	213330
2518	176040
2519	97018
2520	159439
2521	178681
2522	104168
2523	132568
2524	122154
2525	91804
2526	115321
2527	179369
2528	163551
2529	23426
2530	239647
2531	243287
2532	325897
2533	314785
2534	259702
2535	248341
2536	283225
2537	493664
2538	437124
2539	354999
2540	510576
2541	323434
2542	370631
2543	366085
2544	315621
2545	383036
2546	387502
2547	83546
2548	319828
2549	292702
2550	189961
2551	185586
2552	108885
2553	180849
2554	240269
2555	126666
2556	291776
2557	96005
2558	328133
2559	121782
2560	204221
2561	239273
2562	118959
2563	210160
2564	77707
2565	203037
2566	279392
2567	411904
2568	180816
2569	271296
2570	163779
2571	264398
2572	294736
2573	144417
2574	227366
2575	123627
2576	305203
2577	212332
2578	237294
2579	201782
2580	248698
2581	273887
2582	448089
2583	207024
2584	222827
2585	288917
2586	246691
2587	211771
2588	168873
2589	123189
2590	215066
2591	130559
2592	133666
2593	153986
2594	191764
2595	126542
2596	189340
2597	309194
2598	108686
2599	131291
2600	161716
2601	114134
2602	247222
2603	135674
2604	186507
2605	224952
2606	230887
2607	158820
2608	352271
2609	231003
2610	464207
2611	233894
2612	196024
2613	152879
2614	132625
2615	225177
2616	109700
2617	97353
2618	208192
2619	159213
2620	228059
2621	125511
2622	210352
2623	71632
2624	234634
2625	141029
2626	162143
2627	165268
2628	320241
2629	328979
2630	249248
2631	177063
2632	166064
2633	181029
2634	131839
2635	153146
2636	120394
2637	264950
2638	229655
2639	284440
2640	130196
2641	67722
2642	75443
2643	154531
2644	363839
2645	162752
2646	110479
2647	234430
2648	195002
2649	295902
2650	246155
2651	307811
2652	212444
2653	211805
2654	235780
2655	152776
2656	287364
2657	163790
2658	264036
2659	214298
2660	178784
2661	78418
2662	85753
2663	349793
2664	157746
2665	92406
2666	139730
2667	132103
2668	145812
2669	101792
2670	192695
2671	154084
2672	140369
2673	351092
2674	147500
2675	206155
2676	253100
2677	176730
2678	176097
2679	175066
2680	257108
2681	126191
2682	197678
2683	55161
2684	115188
2685	140672
2686	194304
2687	189087
2688	150827
2689	85126
2690	68121
2691	371914
2692	119849
2693	136794
2694	77130
2695	194759
2696	168574
2697	160272
2698	178216
2699	148215
2700	237552
2701	286751
2702	180354
2703	155439
2704	154197
2705	140435
2706	149956
2707	70048
2708	150478
2709	201509
2710	256207
2711	67098
2712	450762
2713	201689
2714	81744
2715	325221
2716	188112
2717	239368
2718	198277
2719	289454
2720	182774
2721	180413
2722	245914
2723	193133
2724	174043
2725	114793
2726	59920
2727	36383
2728	88033
2729	194158
2730	147348
2731	90796
2732	52639
2733	64603
2734	388085
2735	155256
2736	119292
2737	160107
2738	118164
2739	216922
2740	221897
2741	128877
2742	163864
2743	284329
2744	173490
2745	343182
2746	124486
2747	284590
2748	317629
2749	130959
2750	87700
2751	138890
2752	217802
2753	179017
2754	87295
2755	73746
2756	406052
2757	164390
2758	55288
2759	222439
2760	359626
2761	136525
2762	212324
2763	269979
2764	286717
2765	223059
2766	227017
2767	145835
2768	114362
2769	88675
2771	91057
2772	201412
2773	282270
2774	116839
2775	129958
2776	180294
2777	222100
2778	168365
2779	211860
2780	147561
2781	255517
2782	235228
2783	265366
2784	205258
2785	189978
2786	310237
2787	204151
2788	131107
2789	95622
2790	48190
2791	127788
2792	89684
2793	151708
2794	27200
2795	215187
2796	286597
2797	345823
2798	203701
2799	122461
2800	189836
2801	171220
2802	105261
2803	188469
2804	96615
2805	93298
2806	244179
2807	172846
2808	142375
2809	114293
2810	190326
2811	52628
2812	83656
2813	206206
2814	203973
2815	218427
2816	154169
2817	143941
2818	130884
2819	167357
2820	191759
2821	163706
2822	222967
2823	186509
2824	159071
2825	59176
2826	231552
2827	102999
2828	302001
2829	156797
2830	71532
2831	199646
2832	79497
2833	121987
2834	244666
2835	205180
2836	260385
2837	120381
2838	115684
2839	184833
2840	190364
2841	170461
2842	243457
2843	151035
2844	90004
2845	185325
2846	101546
2847	249765
2848	128203
2849	147836
2850	192589
2851	135523
2852	200212
2853	73003
2854	186379
2855	97521
2856	76503
2857	204642
2858	186720
2859	150467
2860	107263
2861	242834
2862	268817
2863	262136
2864	145535
2865	117940
2866	151064
2867	111664
2868	146676
2869	157471
2870	230011
2871	96116
2872	220307
2873	287474
2874	31171
2875	53525
2876	175302
2877	195627
2878	81270
2879	132909
2880	79919
2881	156733
2882	186734
2883	129940
2884	110934
2885	142036
2886	97001
2887	114179
2888	115530
2889	121639
2890	120824
2891	108587
2892	141907
2893	111411
2894	113128
2895	184693
2896	270073
2897	47850
2898	143426
2899	134306
2900	97728
2901	80283
2902	122519
2903	265353
2904	214555
2905	136720
2906	134678
2907	133054
2908	112957
2909	130424
2910	90126
2912	135123
2913	87111
2914	160582
2915	62749
2916	42936
2917	81229
2918	169163
2919	307572
2920	161863
2921	86955
2922	184746
2923	223622
2924	100218
2925	93850
2926	217082
2927	246520
2928	79682
2929	134929
2930	27575
2931	288602
2932	222375
2933	177372
2934	89394
2935	204870
2936	97099
2937	154911
2938	62144
2939	39979
2940	153160
2941	168464
